id,categoria,fecha,numero,temas,estado,alcance,texto,archivo,observaciones,modifica_a,cita_a,publicado,date_updated,updated_by,fuente
410,ordenanza,2006-11-10,213/06,"74,138,140,141",,particular,"VISTO:
           La nota de solicitud ingresada a éste Concejo Deliberante bajo el Nro. 822/06, presentada por la Legisladora Provincial Patricia Ranea Pastorini, mediante la cual solicita la sanción de una Ordenanza que apruebe el listado de personas que serán beneficiarias del programa PROMEBA (Programa Mejoramiento de Barrios) a llevarse a cabo en nuestra Localidad, y;

CONSIDERANDO:
                   Que durante el tiempo de formulación del Proyecto PROMEBA se han llevado a cabo tres (3) censos que incluyen al Barrio Esperanza, Nueva Esperanza y a las familias que se encuentran residiendo en lotes ubicados dentro de la franja de riesgo hídrico, sobre las márgenes del Río Quemquemtreu delimitada por el Departamento Provincial de Aguas; 
                    Que de los Censos  realizados surge un listado de personas que accederán a los beneficios del Programa tanto en el sector denominado Consolidación (Barrio Esperanza), como Relocalización (Nueva Esperanza);
                    Que durante el proceso de aceptación del Programa por parte de los vecinos involucrados se confeccionaron Acuerdos de Relocalización, mediante los cuáles los beneficiarios aceptan trasladarse a la nueva solución habitacional, dejando libre de ocupantes el lote que actualmente poseen en zona de riberas;
                     Que ante la aprobación del proyecto, realizada en la ciudad de Buenos Aires el día 24 de Octubre ppdo. surge la necesidad de completar con una norma Municipal la aprobación del mencionado listado de beneficiarios;
                                 Que el Concejo Deliberante en Sesión del día 10-11-06, Acta 1.374, aprobó el dictado de la presente;  

POR ELLO:
                    Y en uso de las facultades que le son propias;

EL CONCEJO DELIBERANTE DE EL BOLSON
SANCIONA CON FUERZA DE
ORDENANZA

ARTICULO 1º: Declárese de Interés Municipal el proyecto Barrio Esperanza, enmarcado en el programa Mejoramiento de Barrios del Banco Interamericano de Desarrollo, cuyo sector de intervención se encuentra delimitado de la siguiente forma: al Sur calle Libertad (Paralelo 42); al este calle 2 de Abril; al Oeste por el Arroyo Negro; al Norte Avenida Los Pioneros y las Manzanas J-724 y J-725. 

ARTICULO 2º: Adhiérase al Programa Mejoramiento de Barrios, en todos sus términos, aceptando las condiciones y reglamentación del mismo. 



///
ARTICULO 3º: Realícese reserva de servidumbre real respecto de todos los lotes que hoy pertenecen en propiedad a la Municipalidad de El Bolsón y que serán adjudicados a los beneficiarios en razón del listado de beneficiarios  que se adjunta como Anexo I.-

ARTICULO 4º: APROBAR el listado de los beneficiarios del Programa de Mejoramiento de Barrios, que forma parte del presente como Anexo I.-

ARTICULO 5º: Aféctese en forma exclusiva el lote 01, de la manzana 751 a la realización de un Salón de Usos Múltiples. Encomendando al Poder Ejecutivo Municipal la confección de un Reglamento de Utilización de dicho Salón, el cual deberá respetar los lineamientos que, para este tipo de emprendimientos, dispone el Programa Mejoramiento de Barrios.-

ARTICULO 6º: Comprométase la Municipalidad de El Bolsón a efectuar la transferencia de los dominios, en carácter de donación, de los lotes intervenidos a los beneficiarios del Programa, una vez concluida la ejecución de la obra.-

ARTICULO 7º: Ratifíquese el compromiso asumido mediante Ordenanza Nº 157/02, garantizándose la no ocupación del sector de ribera de donde provienen las familias a relocalizar mediante este proyecto. Asimismo se garantizará la no ocupación del sector destinado a la relocalización hasta tanto concluyan las obras proyectadas para ese sector.-

ARTICULO 8º: COMUNICAR a los interesados lo establecido en la presente, debiendo remitir copia de la misma a las autoridades de la Unidad Ejecutora Provincial del Programa Mejoramiento de Barrios.-

ARTICULO 9º: REGISTRESE, comuníquese al Poder Ejecutivo Municipal, cumplido, archívese.-

Dada en la Sala de Sesiones del Concejo Deliberante de El Bolsón, Departamento Bariloche, Provincia de Río Negro, a los  diez  días del mes de noviembre de 2006.-

ORDENANZA       N°   213/06.-",317,,,,1,2024-01-31,,1
409,ordenanza,2006-09-11,202/06,139,,general,"VISTO:
              La Ley Provincial 3484 sancionada  el 29 de diciembre del 2000 y promulgada el 
29 de diciembre del 2.000 mediante el Decreto 1.885 que establece el marco jurídico a toda Iniciativa Privada, y la Carta Orgánica Municipal, y;

CONSIDERANDO:
                                Que no existe dentro del ejido Municipal un instrumento adecuado que establezca mediante una herramienta jurídica un marco de características similares al provincial para toda Iniciativa privada;
                                Que es responsabilidad de los Poderes Municipales crear dentro de su ejido, un instrumento legal acorde a toda presentación y evaluación de iniciativas de particulares que incorporen capital privado a la gestión pública;
                                Que el mecanismo creado en la presente Ordenanza Municipal generará el marco adecuado para que el sector privado se vea estimulado y tenga la seguridad  jurídica para realizar inversiones en áreas vitales para el desarrollo de nuestra comunidad;
                                Que el Concejo Deliberante en Sesión  del día 10-10-06, Acta 1.372, aprobó el dictado de la presente;
POR ELLO:
                    Y en uso de las facultades que le son propias;

EL CONCEJO DELIBERANTE DE EL BOLSON
SANCIONA CON FUERZA DE
ORDENANZA

ARTÍCULO 1º: DETERMINASE  que el Poder Ejecutivo Municipal podrá convocar a concurso  de  proyectos o dar curso a propuestas que surjan de iniciativas  privadas que tengan como objeto la  incorporación de capital privado para la explotación de un bien, actividad o emprendimiento;   el  desarrollo  de  empresas,  sociedades  o establecimientos;   la prestación de servicios, la  producción de  bienes o cualquier tipo de propuestas de particulares sean éstas efectuadas por personas físicas o jurídicas, que tiendan a  elevar  los  niveles  de eficiencia  en  la  prestación  de servicios  públicos, generen empleo, beneficien a la  economía Municipal,  propendan al desarrollo económico y social de  la comunidad  y sean considerados de interés municipal a  mérito  de  su oportunidad y conveniencia  para  el  Estado Municipal, exceptuándose de la enumeración precedente,  la prestación  de  los  servicios esenciales e  indelegables  del Estado.-

ARTÍCULO 2º: DEFINASE que se  denominará “propuesta de particulares” a  todas las iniciativas privadas presentadas antes de la declaración de interés público; ""propuesta  iniciadora"" a la que sea declarada de  interés  público y sea tomada como base para el procedimiento de selección, y ""declaración de interés público"" a la decisión expresada en acto  administrativo  declarando de  interés público una iniciativa recibida.-

///
ARTÍCULO 3º: DETERMINASE  que las  propuestas de particulares deberán contener la   descripción   del   objeto  del   proyecto, identificación  de  la  obra o el servicio  y  su  naturaleza, lineamientos  generales  de  su   ejecución,   la   modalidad operativa,  las  bases de su factibilidad legal,  económica  y técnica,  los  beneficios cuali-cuantitativos para  el  Estado Municipal y los antecedentes completos del proponente.-

ARTÍCULO 4º: La  propuesta  de  particulares  que  prevea  la  participación  de  agentes públicos municipales,   será  considerada por el Poder Ejecutivo Municipal siempre en observancia del cumplimiento de la normativa laboral vigente de los particulares.-

ARTÍCULO 5º: Toda  iniciativa  privada deberá ser  acompañada  de una garantía de mantenimiento de propuesta no inferior  al dos por ciento (2%) del monto total de la  inver-
sión  del  proyecto, la que será liberada, en los  plazos  que establezca  la  reglamentación, si no se inicia el proceso  de selección.   Esta  garantía será ejecutable en el caso  de  no
presentación  de  la oferta por parte de quien  fue  declarado autor  de  la  iniciativa.  La garantía  de  mantenimiento  de propuesta  no exime al autor de la iniciativa de la obligación de  cumplimentar  la  garantía  de  oferta  que  determine  la autoridad  de aplicación, debiendo en su caso ampliar la misma para que se considere su oferta.-

ARTÍCULO 6º: Las  propuestas  de particulares se  presentarán  ante  la  autoridad  de   aplicación. En  esa instancia, previa consulta con el titular del Poder Ejecutivo Municipal, se  declarará  susceptible  de  estudio o  se  rechazará,  sin derecho  a recurso alguno.       Cuando la propuesta sea  declarada susceptible de estudio, la autoridad de aplicación convocará a la Comisión Especial prevista en el artículo 13 de la presente a  los  efectos  de  su evaluación, cuyo  dictamen  tendrá  el carácter  de vinculante e irrecurrible.  Recibido el  dictamen aprobatorio, el Poder Ejecutivo dictará el acto administrativo declarando  a  aquélla  de interés público  y  otorgándole  al presentante el carácter de autor de la iniciativa.  La  síntesis   de  la  iniciativa   deberá   ser estrictamente  reservada hasta que se dicte pronunciamiento al respecto.-

ARTÍCULO 7º: En  el  caso que se presentaren más de una  propuesta  sobre un mismo objeto serán consideradas simultáneamente  a  los efectos de la aplicación del  artículo anterior y a propuestas equivalentes se otorgará preferencia a un  proponente local.  Si más de un proponente fuera local, se observará el orden cronológico de presentación.-

ARTÍCULO 8º: Una vez dictado el pronunciamiento del artículo 6º  de  la  Comisión Especial, el  mecanismo  de presentación  y selección de propuestas deberá garantizar  una
amplia   publicidad  y  difusión,   según  lo  establezca   la reglamentación  en  función  de   las  características  de  la iniciativa.-

ARTÍCULO 9º: Para la evaluación y selección de las propuestas se  observarán las normas establecidas en la ley Provincial Nº 847, el Reglamento de Contrataciones Municipal y
la Ley Nº 3186,  en  cuanto no  resulten  incompatibles con la presente.-
///
ARTÍCULO 10°: En  el  proceso de selección será  preferida  la  propuesta  iniciadora en los casos de ofertas  de equivalente conveniencia.
Cuando  una oferta resultare más conveniente que la presentada por el autor de la iniciativa;  éste podrá obtener la adjudicación igualando las condiciones de aquella.-

ARTÍCULO 11°: La  declaración  de interés público de una  propuesta, no obliga al Estado Municipal  a iniciar el proceso de selección.-

ARTÍCULO 12°: El Poder Ejecutivo podrá convocar a la presentación de proyectos de particulares bajo el régimen de la presente Ordenanza.-

ARTÍCULO 13°: CRÉASE  una  Comisión Especial integrada por  el  Secretario de  Coordinación o en su defecto otro secretario designado por el Intendente Municipal en su condición de Presidente de la misma, el Secretario de Hacienda y dos (2) concejales municipales,  uno por la mayoría y otro  por la minoría.  Cuando la propuesta comprenda una materia  ajena a la competencia de aquellos secretarios, integrará también la Comisión el responsable del área con competencia en la misma. La Comisión evaluará y emitirá dictamen sobre la propuesta a los efectos de los artículos 6° y 9° de la presente.           
 En  las sesiones de la Comisión podrá requerirse la presencia  de Asesores, al efecto de  recabar  dictamen de legalidad y asesorar a la Comisión  respecto del trámite de la iniciativa y en  especial sobre la  necesidad o no del dictado de una ordenanza especial al respecto.-

ARTÍCULO 14°: DEFINASE como Autoridad de aplicación de la presente Ordenanza  a la  Secretaria de  Coordinación del Poder Ejecutivo Municipal.-

ARTÍCULO 15°: Derogase en todos  sus términos la  Ordenanza 071/96.-.

ARTÍCULO 16°:REGISTRESE, comuníquese al Poder Ejecutivo Municipal, cumplido, archívese.

Dada en la Sala de Sesiones del Concejo Deliberante de El Bolsón, Departamento Bariloche, Provincia de Río Negro, a los  once  días del mes de octubre  de 2006.-

ORDENANZA  Nº     202/06.-",316,,,,1,2024-01-31,,1
408,ordenanza,2006-09-18,179/06,10,,,"VISTO:
             La nota 395/06 del Poder Ejecutivo Municipal, la Carta Orgánica Municipal, y;

CONSIDERANDO:
                                 Que por nota 395/06 ingresada el 04-09-06 bajo Nro 639, el Intendente Municipal solicita una prórroga para la presentación del Presupuesto Anual 2007;
                                 Que fundamenta dicha solicitud en razón de que conforme al Artículo 90 de la Carta Orgánica Municipal, a la fecha no han podido reunir la totalidad de los responsables de las distintas áreas municipales para que cada una de ellas confeccione su propia partida presupuestaria y así conformar el Proyecto de Presupuesto definitivo para consideración de la ciudadanía a través de la Audiencia Pública convocada al efecto; 
                                Que el Concejo Deliberante en Sesión del día 18-09-06, Acta 1.370, aprobó el dictado de la presente;

POR ELLO:
                    Y en uso de las facultades que le son propias;
EL CONCEJO DELIBERANTE DE EL BOLSON
SANCIONA CON FUERZA DE
ORDENANZA


ARTICULO 1º: PRORROGASE el plazo para la presentación del Presupuesto Anual 2006, hasta el día 30 de septiembre de 2006.-    

ARTICULO 2º: REGISTRESE, Comuníquese al Poder Ejecutivo Municipal, Cumplido, Archívese.

Dada en la Sala de Sesiones del Concejo Deliberante de El Bolsón, Departamento Bariloche, Provincia de Río Negro, a los dieciocho días del mes de septiembre de 2006.-


ORDENANZA  N°.     179/06.-",315,,,,1,2024-01-31,,1
407,ordenanza,2006-08-31,177/06,"9,138",,particular,"VISTO:
    La Ordenanza N° 171/86, y;
CONSIDERANDO:
                                Que mediante dicha Ordenanza se adjudica el Lote J-701-01 del Barrio Esperanza en partes iguales al Sr. Meregildo Millafil y a la Sra. Norma Fanny López;
                                Que  mediante nota ingresada con fecha 18 de diciembre de 2000 bajo N° 5855 dirigida al Intendente Municipal y certificada por el Juez de Paz, el Sr. Meregildo Millafil solicita la autorización para transferir los derechos sobre dicho lote a favor del Sr. Juan Matus, actuación administrativa que no se realizó a nivel municipal;
                               Que posteriormente el Sr. Juan Matus transfiere sus derechos a favor de la Sra. Rosa Pinon, quien según la inspección  realizada  habita en el lugar junto a su marido Adán Pérez y sus hijos Luis Ángel Pérez y Emperatriz Soledad Pérez;
                                Que ante la situación de ocupación efectiva de la Sra. Rosa Pinon y su grupo familiar es necesario regularizar la misma,
                                Que el Concejo Deliberante en Sesión  del día 31-08-06, Acta 1.368, aprobó el dictado de la presente;
POR ELLO:
                    Y en uso de las facultades que le son propias;

EL CONCEJO DELIBERANTE DE EL BOLSON
SANCIONA CON FUERZA DE
ORDENANZA

ARTICULO 1º: CADÚCASE la adjudicación sin cargo otorgada por Ordenanza N° 171/86 de la Parcela J-701-01 del Barrio Esperanza a nombre del Sr. Meregildo Millafil, DNI 13.850.311 y la Sra. Norma Fanny López, DNI 10.985.829.-

ARTICULO 2º: ADJUDÍCASE en venta a la Sra. Rosa Pinon, DNI 12.775.989, argentina, soltera, la Parcela J-701-01 que consta de una superficie de 446.44 m2 ubicada en el Barrio Esperanza de esta localidad.-

ARTICULO 3°: NOTIFÍQUESE a la adjudicataria de lo estipulado en la Ordenanza 108/92 y complementarias.-

ARTICULO 4°: PROCÉDASE por Secretaría de Hacienda del Poder Ejecutivo a efectuar la liquidación del valor de la tierra y forma de pago.-

ARTICULO 5°: REGISTRESE, comuníquese al Poder Ejecutivo Municipal, cumplido, archívese.

Dada en la Sala de Sesiones del Concejo Deliberante de El Bolsón, Departamento Bariloche, Provincia de Río Negro, a los treinta y un   días del mes de agosto  de 2006.-


ORDENANZA     Nº     177/06.-",314,,,,1,2024-01-31,,1
406,ordenanza,2006-08-31,176/06,"9,59",,particular,"VISTO:
              La Ordenanza 061/03 y la Ordenanza 108/92, y;

CONSIDERANDO:
                                  Que mediante la Ordenanza 061/03 se adjudicara en venta al Señor Alberto Oscar Zapata la Parcela denominada catastralmente como J-614-16 del Barrio Semi Industrial;
                                   Que según la inspección realizada en el mencionado lote se constata que el mismo se encuentra baldío, importando esto incumplimiento de una de las condiciones que se exigen  en el momento de su otorgamiento según el inc. 3°, art. 15, Ordenanza 108/92;
                                   Que según Estado de Cuenta la Parcela J-614-16  detenta una deuda de $5938.11 en concepto de Tasa Inmueble;
                                   Que el Concejo Deliberante en Sesión  del día 31-08-06, Acta 1.368, aprobó el dictado de la presente;

POR ELLO:
                    Y en uso de las facultades que le son propias;

EL CONCEJO DELIBERANTE DE EL BOLSON
SANCIONA CON FUERZA DE
ORDENANZA


ARTICULO 1º: CADÚCASE la adjudicación en venta otorgada por Ordenanza N° 061/03 de la Parcela J-614-16 del Barrio Semi Industrial a nombre del Sr. Alberto Oscar Zapata, DNI 14.895.494.-

ARTICULO 2º: DESE público conocimiento de la presente por los medios de comunicación locales.-

ARTICULO 3°: REGISTRESE, comuníquese al Poder Ejecutivo Municipal, cumplido, archívese.

Dada en la Sala de Sesiones del Concejo Deliberante de El Bolsón, Departamento Bariloche, Provincia de Río Negro, a los treinta y un   días del mes de agosto  de 2006.-


ORDENANZA       Nº     176/06.-",313,,,,1,2024-01-31,,1
405,ordenanza,2006-08-31,175/06,"10,34,76",,particular,"VISTO:
            La nota presentada por la Escuela Infantil de Fútbol HO.LM.US, ingresada a este cuerpo bajo Nº 537 con fecha 03 de Agosto de 2006, y; 

CONSIDERANDO:
                              Que mediante dicha nota solicitan se lo exceptúe del pago del alquiler del Gimnasio Municipal del día 26 de Agosto del corriente en que se llevó a cabo un bingo; 
                              Que dicho evento se realizó a fin de recaudar fondos necesarios para la continuación de las obras de una cancha de fútbol; 
                              Que es de vital importancia fomentar el deporte entre los jóvenes  y niños de nuestra localidad ya que estas actividades no solo brindan un espacio de recreación, sino también de contención;
	                   Que el Concejo Deliberante en Sesión  del día 31-08-06, Acta 1.368, aprobó el dictado de la presente;

POR ELLO:
                    Y en uso de las facultades que le son propias;

EL CONCEJO DELIBERANTE DE EL BOLSON
SANCIONA CON FUERZA DE
ORDENANZA

                        
ARTÍCULO 1º: EXCEPTÚESE  a la escuela Infantil de Fútbol HO.LM.US del pago del Cincuenta por ciento (50%)  del alquiler del Gimnasio Municipal del día 26 de Agosto de 2006 en que se llevó a cabo un bingo.- 

ARTICULO 2º: IMPÚTESE dicho monto a la Partida presupuestaria correspondiente a “Condonaciones y Excepciones” , Área Acción Social.-

ARTICULO 3º: REGISTRESE, comuníquese al Poder Ejecutivo Municipal, cumplido, archívese.

Dada en la Sala de Sesiones del Concejo Deliberante de El Bolsón, Departamento Bariloche, Provincia de Río Negro, a los   treinta y un  días del mes de agosto  de 2006.-


ORDENANZA  Nº       175/06.-",312,,,,1,2024-01-31,,1
404,ordenanza,2006-08-31,174/06,"7,10,59,63,76,100",,particular,"VISTO:
            La nota presentada por el Señor Carlos Narciso Ortega, ingresada a este cuerpo bajo Nº 532 con fecha 02 de Agosto de 2006, y; 
CONSIDERANDO:
                               Que mediante dicha nota el Señor Ortega solicita se lo exceptúe del pago de una multa sobre los Derechos de Edificación por haber presentado los planos luego de construida su vivienda en la Parcela J-903-02; 
                                Que según memorando interno recibido de Obras Públicas no existen multas monetarias en cuanto a los derechos de edificación, sí existen dos (2) formas de liquidación: Derechos de Edificación por Obra nueva y Derechos de Edificación de Obra Construida, siendo mucho más elevado el monto cuando se trata de los Derechos de Edificación de Obra Construida; 
                                Que el Señor Ortega realiza esta solicitud debido a su intención de poder afrontar la deuda que mantiene con la Municipalidad de El Bolsón en concepto de Tasas por Servicios Municipales y Red de Agua Potable; 
                                Que si bien el adjudicatario ha invertido el orden de los requisitos exigidos por Ordenanza 108/92 del Régimen de Tierras Fiscales Municipales, se encuentra dentro de los plazos establecidos por lo que nada obsta para acceder a lo solicitado;                        
                                Que el Concejo Deliberante en Sesión del día 31-08-06, Acta 1.368, aprobó el dictado de la presente;
POR ELLO:
                    Y en uso de las facultades que le son propias;

EL CONCEJO DELIBERANTE DE EL BOLSON
SANCIONA CON FUERZA DE
ORDENANZA
 
ARTÍCULO 1°: EXCEPTUASE al Señor Carlos Narciso Ortega, D.N.I. 13.243.851, del Artículo 29º de la Ordenanza 072/06 respecto al “Derecho de Construcción” que exige Veinte por Mil (20 por 1000) del básico indicado en el caso de tratarse de planos correspondientes a obras iniciadas.-
ARTICULO 2°: Aplíquese el valor correspondiente por Derecho de Construcción en la Parcela J-903-02 al Tres por Mil (3 por 1000) del valor básico indicado como planos presentados antes de la iniciación de la obra.-
ARTICULO 3°: Impútese el monto correspondiente a la partida presupuestaria denominada como “Condonaciones y Excepciones”- Área Acción Social.-
ARTICULO 4º: REGISTRESE, comuníquese al Poder Ejecutivo Municipal, cumplido, archívese.

Dada en la Sala de Sesiones del Concejo Deliberante de El Bolsón, Departamento Bariloche, Provincia de Río Negro, a los  treinta y un días del mes de agosto  de 2006.-


ORDENANZA     Nº    174/06.-",311,,,,1,2024-01-31,,1
403,ordenanza,2006-08-31,173/06,"55,59,137",,general,"VISTO:
            La nota presentada por el Señor Danilo Díaz, ingresada a este cuerpo bajo Nº 570 con fecha 14 de Agosto de 2006, y; 
CONSIDERANDO:
                                Que mediante dicha nota el Señor Diaz solicita se revea el aumento realizado en el valor de Tasas por Inspección, Seguridad e Higiene de su comercio “Parrilla El Quincho” según Ordenanza Tarifaria 072/06; 
                                Que según Estado de Cuenta actualizado al 16 de Agosto de 2006 se ve claramente un incremento de alrededor del Quinientos por ciento (500%) en el valor de las mencionadas Tasas; 
                                Que se estableció que los incrementos en el valor de las Tasas no superarían el Sesenta por ciento (60%), salvo en los casos en que con este incremento no se llegara al valor mínimo fijado en Pesos Veinticinco ($25.-);
                                Que  por declaración 019/05, se declara de Interés turístico de la Municipalidad de El Bolsón la actividad desarrollada por el establecimiento gastronómico “Parrilla Campestre El Quincho”, ubicada en la Zona Rural de Mallín Ahogado;
                                Que teniendo en cuenta específicamente los fundamentos precedentes es necesario solucionar esta solicitud;
	                    Que el Concejo Deliberante en Sesión del día 31-08-06, Acta 1.368, aprobó el dictado de la presente;
POR ELLO:
                    Y en uso de las facultades que le son propias;

EL CONCEJO DELIBERANTE DE EL BOLSON
SANCIONA CON FUERZA DE
ORDENANZA

ARTÍCULO 1: AGREGUESE a la Ordenanza  109/06, en el Artículo 1º “TASA POR INSPECCION, SEGURIDAD E HIGIENE” – DETERMINACIÓN DEL VALOR ANUAL POR ACTIVIDAD Y ZONA: 
CATEGORÍA 79
...establecimientos gastronómicos y parrillas. 
                                                                         MENSUAL                ANUAL
Zona Rural                                                            $ 25.-                      $ 300.-
ARTICULO 2º:  FIJASE que lo determinado en el Artículo precedente sea retroactivo al 01 de Mayo de 2006.-
ARTICULO 3º:  REGISTRESE, comuníquese al Poder Ejecutivo Municipal, cumplido, archívese.

Dada en la Sala de Sesiones del Concejo Deliberante de El Bolsón, Departamento Bariloche, Provincia de Río Negro, a los  treinta y un  días del mes de agosto  de 2006.-


ORDENANZA  Nº      173/06.-",310,,,,1,2024-01-31,,1
402,ordenanza,2006-08-31,172/06,"10,59,76",,particular,"VISTO:
            La  nota presentada por la Señora Inocencia Hermosilla bajo  Nro. 520 con fecha 25 de Julio de 2006, y;
CONSIDERANDO:
                               Que mediante dicha nota  solicita se le condone la deuda que mantiene con la Municipalidad de El Bolsón en concepto de Tasas por Servicios Municipales de la parcela denominada catastralmente como J-139-15, como así también se la exima del pago de las mismas;                 
                                Que siempre ha cumplido con su responsabilidad como contribuyente pero a partir del año 2005 su salud se vio afectada por presentar Cataratas en su ojo derecho y debido a los bajos ingresos que percibe en concepto de jubilación se encontró imposibilitada de afrontar la totalidad de sus gastos; 
                               Que según Informe Socio Ambiental y Económico realizado por la Subsecretaría de Acción Social de la Municipalidad de El Bolsón se trata de una persona mayor de setenta y cuatro años que vive sola y percibe bajos ingresos con los cuales debe afrontar todos los gastos que demandan la atención de su hogar y su salud; 
                               Que el Concejo Deliberante en Sesión  del día 31-08-06, Acta 1.368,  aprobó el dictado de la presente;
POR ELLO:
                    Y en uso de las facultades que le son propias;

EL CONCEJO DELIBERANTE DE EL BOLSON
SANCIONA CON FUERZA DE
ORDENANZA

ARTÍCULO 1º: CONDONESE la totalidad de la deuda que la Señora Inocencia Hermosilla mantiene, a la fecha, con la Municipalidad de El Bolsón en concepto de Tasas por Servicios Municipales de la Parcela denominada catastralmente como J-139-15.- 
ARTICULO 2º: EXIMASE  a la Señora Inocencia Hermosilla del pago de Tasas por Servicios Municipales correspondientes a la parcela denominada catastralmente como J-139-15 de su propiedad por lo que resta del periodo fiscal 2006.- El beneficio es personal, perdiendo el mismo en caso de cambio de residencia u otra situación por la cual el beneficiario deje de ocupar la vivienda.-
ARTICULO 3º: IMPÚTESE el monto correspondiente a la Partida presupuestaria denominada “Condonaciones y Excepciones” , Área Acción Social.-
ARTÍCULO  4º:  REGISTRESE, comuníquese al Poder Ejecutivo Municipal, cumplido, archívese.

Dada en la Sala de Sesiones del Concejo Deliberante de El Bolsón, Departamento Bariloche, Provincia de Río Negro, a los   treinta y un días del mes de agosto  de 2006.-

ORDENANZA   Nº    172/06.-",309,,,,1,2024-01-31,,1
401,ordenanza,2006-08-31,171/06,"2,59,117,136",,particular,"VISTO:
          La nota presentada por el Señor Damián Bruno Berón el día 14 de Julio de 2006, ingresada a este cuerpo bajo Nº 505, y; 
CONSIDERANDO:
                               Que mediante la nota presentada el Señor Berón solicita se lo autorice a saldar la deuda que mantiene con la Municipalidad de El Bolsón en concepto de Habilitación Comercial con la entrega de ejemplares de su libro “Patagonia: Hasta la Última Lucidez del Equilibrio”; 
                               Que el mencionado libro ha sido declarado de Interés Municipal mediante declaración Nº 012/05; 
                               Que estos libros pueden ser destinados a enriquecer a las bibliotecas escolares y populares como material de estudio y conocimiento de nuestra región; 
                               Que la propuesta del Señor Berón consiste en la entrega de Cien (100.-) ejemplares de su libro para saldar la totalidad de la deuda, aceptandose Cincuenta (50.-) ejemplares para saldar el Cincuenta por ciento (50%) de la misma;
	                   Que el Concejo Deliberante en Sesión del día  31-08-06, Acta 1.368, aprobó el dictado de la presente;
POR ELLO:
                    Y en uso de las facultades que le son propias;

EL CONCEJO DELIBERANTE DE EL BOLSON
SANCIONA CON FUERZA DE
ORDENANZA
               
ARTICULO 1º: ACÉPTESE la cantidad de Cincuenta (50.-) libros “Patagonia: Hasta la Última Lucidez del Equilibrio” en concepto del pago del Cincuenta por ciento (50%) de la deuda que el Señor Damián Bruno Berón mantiene con la Municipalidad de El Bolsón por Habilitación Comercial de la Empresa de Viajes y Turismo MAPUTUR. Esta deuda se tomara actualizada al mes de Junio de 2006 inclusive.-  

ARTICULO 2º: Los mencionados libros serán entregados de manera gratuita y en partes iguales a las instituciones Educativas Públicas y a las Bibliotecas Populares de nuestra Localidad por los poderes Legislativo y Ejecutivo de la Municipalidad de El Bolsón.-

ARTICULO 3º: Impútese el monto correspondiente a la partida denominada “Transferencias a Instituciones” – Área Acción Social.-

ARTICULO 4º: REGISTRESE, comuníquese al Poder Ejecutivo Municipal, cumplido, archívese.

Dada en la Sala de Sesiones del Concejo Deliberante de El Bolsón, Departamento Bariloche, Provincia de Río Negro, a los treinta y un  días del mes de agosto  de 2006.-


ORDENANZA    Nº        171/06.-",308,,,,1,2024-01-31,,1
400,ordenanza,2006-08-31,170/06,"10,34,76,135",,particular,"VISTO:
            La nota presentada por la Coordinación del Jardín Maternal Comunitario “Bichito de Luz”, ingresada a este cuerpo bajo  Nro. 582, con fecha 18 de Agosto de 2006, y;

CONSIDERANDO:
                               Que mediante dicha nota solicitan se los exceptúe del pago del alquiler del Gimnasio Municipal para la realización de una Quermés Solidaria el día 23 de Septiembre del corriente año; 
                               Que el mencionado evento se llevará a cabo a fin de recaudar juguetes, materiales didácticos y distintos elementos necesarios para la atención de los niños que concurren al Jardín;  
	                   Que el Concejo Deliberante en Sesión del día  31-08-06, Acta 1.368, aprobó el dictado de la presente;

POR ELLO:
                    Y en uso de las facultades que le son propias;

EL CONCEJO DELIBERANTE DE EL BOLSON
SANCIONA CON FUERZA DE
ORDENANZA

                                            
ARTÍCULO 1º: EXCEPTÚESE  al Jardín Maternal Comunitario “Bichito de Luz”  del pago del alquiler del Gimnasio Municipal para la realización de una Quermés Solidaria el día 23 de Septiembre de 2006.-
 
ARTICULO 2º: La Coordinación del Jardín Maternal deberá entregar Cien Pesos ($100.-) a la Dirección del Gimnasio Municipal en concepto de media garantía, monto que será devuelto en su totalidad a la finalización del evento si no se produce ninguna rotura en el inmueble.- 

ARTICULO 3º: IMPÚTESE dicho monto a la Partida presupuestaria correspondiente a “Condonaciones y Excepciones” , Área Acción Social.-

ARTÍCULO  4º:°: REGISTRESE, comuníquese al Poder Ejecutivo Municipal, cumplido, archívese.

Dada en la Sala de Sesiones del Concejo Deliberante de El Bolsón, Departamento Bariloche, Provincia de Río Negro, a los   treinta y un días del mes de agosto  de 2006.-

ORDENANZA      Nº    170/06.-",307,,,,1,2024-01-31,,1
